,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
168,MAPREDUCE-3271,MAPREDUCE-3360,Duplicate,Lost nodes list and count not updated,Provide information about lost nodes in the UI.,1,1,1
169,MAPREDUCE-3277,MAPREDUCE-3318,Duplicate,TestSeveral is failing in 0.23,ant test TestSeveral timing out in commit builds,0,0,1
170,MAPREDUCE-3294,MAPREDUCE-5692,Duplicate,Log the reason for killing a task during speculative execution,Add explicit diagnostics when a task attempt is killed due to speculative execution,1,1,1
171,MAPREDUCE-3312,MAPREDUCE-3622,Fixed,Make MR AM not send a stopContainer w/o corresponding start container,findbug error during test-patch: org.apache.hadoop.mapreduce.v2.app.launcher.ContainerRemoteLaunchEvent defines equals but not hashCode,1,1,1
172,MAPREDUCE-3338,MAPREDUCE-3370,Duplicate,Remove hardcoded version of mr-app jar from the tests,MiniMRYarnCluster uses a hard coded path location for the MapReduce application jar,1,1,1
173,MAPREDUCE-3349,MAPREDUCE-3381,Fixed,No rack-name logged in JobHistory for unsuccessful tasks,[Rumen] TestRumenJobTraces fails after MAPREDUCE-3035,0,0,1
174,MAPREDUCE-3363,MAPREDUCE-3585,Won't Fix,"The ""totalnodes""  and ""memorytotal"" fields show wrong information if the nodes are going down and coming up early(before 10min) ",RM unable to detect NMs restart,1,0,1
175,MAPREDUCE-3366,MAPREDUCE-3416,Fixed,Mapreduce component should use consistent directory structure layout as HDFS/common,Rename {start;stop}-all.sh to {start;stop}-yarn.sh for consistency with HDFS,1,1,1
176,MAPREDUCE-3384,MAPREDUCE-3385,Unresolved,Add warning message for underflow or overflow,Add warning message for the overflow in reduce() of org.apache.hadoop.mapreduce.lib.reduce.IntSumReducer,1,0,1
177,MAPREDUCE-3389,MAPREDUCE-3428,Fixed,MRApps loads the 'mrapp-generated-classpath' file with classpath from the build machine,MR AppMaster CLASSPATH is dependent on the compile-time environment ,1,0,1
178,MAPREDUCE-3393,MAPREDUCE-3407,Duplicate,TestMRJobs; TestMROldApiJobs; and TestUberAM failures,Wrong jar getting used in TestMR*Jobs* for MiniMRYarnCluster,1,0,1
179,MAPREDUCE-3406,MAPREDUCE-3662,Duplicate,Add node information to bin/mapred job -list-attempt-ids and other improvements,Command line ask: NM info where containers are launched,1,1,1
180,YARN-952,MAPREDUCE-4430,Later,Capacity scheduler reconfiguration of queues does not work for add sub-queues to an existing queue,"Adding child queues to any queue need the process restart ""./yarn rmadmin -refreshQueues"" throws IO exception",0,1,1
181,MAPREDUCE-3421,MAPREDUCE-3426,Duplicate,Error in MR AM shutdown when running an uber-job,uber-jobs tried to write outputs into wrong dir,1,0,1
182,MAPREDUCE-3470,MAPREDUCE-4451,Duplicate,Jobtracker sets permissions on mapred.system.dir to 700 preventing non-superusers from submitting jobs to multi-user cluster,fairscheduler fail to init job with kerberos authentication configured,0,1,1
183,MAPREDUCE-3495,MAPREDUCE-4267,Duplicate,Remove my personal email address from the pipes build file.,mavenize pipes,0,0,1
184,MAPREDUCE-3503,MAPREDUCE-3504,Duplicate,capacity scheduler allow capacity greater then 100% as long as its less then 101%,capacity scheduler allow capacity greater then 100% as long as its less then 101%,1,1,1
185,MAPREDUCE-3506,MAPREDUCE-3912,Fixed,Calling getPriority on JobInfo after parsing a history log with JobHistoryParser throws a NullPointerException,getPriority() method within the JobHistoryParser JobInfo class fails,0,0,1
186,MAPREDUCE-3540,MAPREDUCE-4114,Invalid,saveVersion.sh script fails in windows/cygwin (hadoop-yarn-common),saveVersion.sh fails if build directory contains space ,1,1,1
187,MAPREDUCE-3563,MAPREDUCE-4280,Fixed,LocalJobRunner doesn't handle Jobs using o.a.h.mapreduce.OutputCommitter,LocalJobRunner doesn't honor custom OutputCommiter cleanupJob,0,1,1
188,MAPREDUCE-3583,MAPREDUCE-3836,Fixed,ProcfsBasedProcessTree#constructProcessInfo() may throw NumberFormatException,TestContainersMonitor failing intermittently,0,0,1
189,MAPREDUCE-3608,MAPREDUCE-3611,Fixed,MAPREDUCE-3522 commit causes compilation to fail,trunk build failure,0,0,1
190,MAPREDUCE-3620,MAPREDUCE-3787,Duplicate,GrimdMix Stats at the end of GridMix are not reported correctly,[Gridmix] Improve STRESS mode,1,1,1
191,MAPREDUCE-3621,MAPREDUCE-3984,Fixed,TestDBJob and TestDataDrivenDBInputFormat ant tests fail,TestDBJob and TestDataDrivenDBInputFormat timeout,1,1,1
192,MAPREDUCE-3622,MAPREDUCE-3626,Duplicate,findbug error during test-patch: org.apache.hadoop.mapreduce.v2.app.launcher.ContainerRemoteLaunchEvent defines equals but not hashCode,Findbugs warning in ContainerRemoteLaunchEvent,1,1,1
193,MAPREDUCE-3646,MAPREDUCE-3690,Fixed,"Remove redundant URL info from ""mapred job"" output",mapred.ClientServiceDelegate.java:getProxy prints the proxy without http:// prefix,0,1,1
194,MAPREDUCE-3668,MAPREDUCE-3720,Duplicate,AccessControlException when running mapred job -list command,Command line listJobs should not visit each AM,0,0,1
195,MAPREDUCE-3706,MAPREDUCE-4045,Fixed,HTTP Circular redirect error on the job attempts page,RM UI -> Applications -> Application Master Link -> Job Link -> New Maps/Reduces leads to circular redirect error,1,0,1
196,MAPREDUCE-3716,MAPREDUCE-3844,Fixed,java.io.File.createTempFile fails in map/reduce tasks,Problem in setting the childTmpDir in MapReduceChildJVM,1,1,1
197,MAPREDUCE-3746,MAPREDUCE-3862,Duplicate,Nodemanagers are not automatically shut down after decommissioning,Nodemanager can appear to hang on shutdown due to lingering DeletionService threads,0,0,1
198,MAPREDUCE-3767,MAPREDUCE-3854,Duplicate,Fix and enable env tests in TestMiniMRChildTask,Reinstate environment variable tests in TestMiniMRChildTask,0,1,1
199,MAPREDUCE-3770,MAPREDUCE-3797,Fixed,[Rumen] Zombie.getJobConf() results into NPE,lGridMix fails to Run with NPE with latest branch-0.23 code,0,0,1
200,YARN-193,MAPREDUCE-3946,Fixed,Scheduler.normalizeRequest does not account for allocation requests that exceed maximumAllocation limits ,If a resource requirement is higher than available on any node; job should fail early,1,1,1
201,MAPREDUCE-3808,MAPREDUCE-3821,Fixed,NPE in FileOutputCommitter when running a 0 reduce job,NPE while running Shuffle benchmark,1,0,1
202,MAPREDUCE-3812,MAPREDUCE-4026,Fixed,Lower default allocation sizes; fix allocation configurations and document them,Lower minimum-allocation-mb to sensible defaults,0,1,1
203,MAPREDUCE-3812,MAPREDUCE-4027,Fixed,Lower default allocation sizes; fix allocation configurations and document them,Document the minimum-allocation-mb and maximum-allocation-mb configurations,0,0,1
204,MAPREDUCE-3852,MAPREDUCE-3853,Fixed,test TestLinuxResourceCalculatorPlugin failing,TestLinuxResourceCalculatorPlugin is failing on trunk and 0.23 branch.,1,0,1
205,MAPREDUCE-3855,MAPREDUCE-3974,Duplicate,TestSubmitJob should use FileSystem instead of private HDFS classes.,TestSubmitJob in MR1 tests doesn't compile after HDFS-1623 merge,0,0,1
206,MAPREDUCE-3872,MAPREDUCE-5080,Fixed,event handling races in ContainerLauncherImpl and TestContainerLauncher,TestContainerLauncher fails on Windows due to assertion failures on event/thread counts,0,1,1
207,MAPREDUCE-3890,MAPREDUCE-3922,Duplicate,Change to nodemanager build now requires 32-bit libraries,Fix the potential problem compiling 32 bit binaries on a x86_64 host.,1,0,1
208,MAPREDUCE-3900,MAPREDUCE-4649,Duplicate,mr-jobhistory-daemon.sh should rely on MAPREDUCE env. variables instead of the YARN ones,mr-jobhistory-daemon.sh needs to be updated post YARN-1,1,1,1
209,MAPREDUCE-3908,MAPREDUCE-3972,Duplicate,jobhistory server trying to load job conf file from wrong location,Locking and exception issues in JobHistory Server.,0,1,1
210,MAPREDUCE-3932,MAPREDUCE-6933,Fixed,MR tasks failing and crashing the AM when available-resources/headRoom becomes zero,Invalid event: TA_CONTAINER_LAUNCH_FAILED at KILLED,0,0,1
211,YARN-39,MAPREDUCE-2742,Fixed,RM-NM secret-keys should be randomly generated and rolled every so often,[MR-279] [Security] All tokens in YARN + MR should have an expiry interval ,0,1,1
212,YARN-39,MAPREDUCE-3105,Fixed,RM-NM secret-keys should be randomly generated and rolled every so often,NM<->RM shared secrets should be rolled every so often. ,0,0,1
213,MAPREDUCE-3945,MAPREDUCE-5332,Duplicate,JobHistoryServer should store tokens to authenticate clients across restart,Support token-preserving restart of history server,0,1,1
214,MAPREDUCE-3972,MAPREDUCE-4080,Fixed,Locking and exception issues in JobHistory Server.,FileNotFoundException while accessing job configuration from UI.,0,0,1
215,MAPREDUCE-3980,MAPREDUCE-4649,Duplicate,mr-jobhistory-daemon.sh should look for mapred script in HADOOP_MAPRED_HOME,mr-jobhistory-daemon.sh needs to be updated post YARN-1,1,1,1
216,MAPREDUCE-4010,MAPREDUCE-4011,Fixed,TestWritableJobConf fails on trunk,fix TestWritableJobConf failures,0,0,1
217,MAPREDUCE-4019,MAPREDUCE-4120,Fixed,#NAME?,mapred job -list-attempt-ids fails to get attempt ids,0,0,1
218,MAPREDUCE-4052,MAPREDUCE-5655,Fixed,Windows eclipse cannot submit job from Windows client to Linux/Unix Hadoop cluster.,Remote job submit from windows to a linux hadoop cluster fails due to wrong classpath,0,1,1
219,MAPREDUCE-4053,MAPREDUCE-4538,Fixed,Counters group names deprecation is wrong; iterating over group names deprecated names don't show up,Please delete me,0,0,1
220,MAPREDUCE-4053,MAPREDUCE-4539,Fixed,Counters group names deprecation is wrong; iterating over group names deprecated names don't show up,Please delete me,0,0,1
221,MAPREDUCE-4069,MAPREDUCE-5199,Duplicate,Cleanup task tokens interface,AppTokens file can/should be removed,0,0,1
222,MAPREDUCE-4094,MAPREDUCE-4096,Not A Problem,Mapreduce-trunk test cases are failing,tests seem to be randomly failing,0,1,1
223,MAPREDUCE-4135,MAPREDUCE-4137,Duplicate,MRAppMaster throws IllegalStateException while shutting down,MRAppMaster shutdown hook should not call FileSystem.closeAll(),1,1,1
224,MAPREDUCE-4227,MAPREDUCE-4963,Duplicate,TimeWindow statistics are not updated for TaskTrackers which have been restarted.,"StatisticsCollector improperly keeps track of ""Last Day"" and ""Last Hour"" statistics for new TaskTrackers",0,1,1
225,MAPREDUCE-4229,MAPREDUCE-4303,Fixed,Counter names' memory usage can be decreased by interning,Look at using String.intern to dedupe some Strings,0,1,1
226,MAPREDUCE-4239,MAPREDUCE-5098,Duplicate,gridmix has 11 findbugs warnings,Fix findbugs warnings in gridmix,1,0,1
227,MAPREDUCE-4242,MAPREDUCE-4991,Duplicate,port gridmix tests to yarn,coverage for gridmix,0,0,1
228,MAPREDUCE-4251,MAPREDUCE-5157,Duplicate,API Incompatibility - Sampler,Sort in hadoop-1 examples is not binary compatible with hadoop-2 mapred.lib,0,0,1
229,MAPREDUCE-4299,MAPREDUCE-4358,Fixed,Terasort hangs with MR2 FifoScheduler,Reducers are assigned containers before all maps are assigned containers,1,1,1
230,MAPREDUCE-4299,MAPREDUCE-4613,Fixed,Terasort hangs with MR2 FifoScheduler,Scheduling of reduce tasks results in starvation,0,1,1
231,YARN-58,MAPREDUCE-4340,Fixed,NM leaks filesystems,Node Manager leaks socket connections connected to Data Node,0,1,1
232,YARN-149,MAPREDUCE-225,Fixed,[Umbrella] ResourceManager (RM) Fail-over,Fault tolerant Hadoop Job Tracker,0,1,1
233,MAPREDUCE-4363,MAPREDUCE-4383,Duplicate,Hadoop 1.X; 2.X and trunk do not build on Fedora 17,HadoopPipes.cc needs to include unistd.h,0,0,1
234,MAPREDUCE-4376,MAPREDUCE-5690,Fixed,TestClusterMRNotification times out,TestLocalMRNotification.testMR occasionally fails,0,1,1
235,MAPREDUCE-4398,MAPREDUCE-4451,Duplicate,Fix mapred.system.dir permission error with FairScheduler,fairscheduler fail to init job with kerberos authentication configured,1,1,1
236,MAPREDUCE-4439,MAPREDUCE-4452,Duplicate,MAPREDUCE-3451 introduced a bunch of findbugs warnings,,0,0,1
237,YARN-26,MAPREDUCE-3763,Duplicate,Refresh queue throws IO exception after configuring wrong queue capacity,,0,0,1
238,MAPREDUCE-4470,MAPREDUCE-4475,Fixed,Fix TestCombineFileInputFormat.testForEmptyFile,testForEmptyFile failed,1,1,1
239,MAPREDUCE-4526,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
240,MAPREDUCE-4527,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
241,MAPREDUCE-4528,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
242,MAPREDUCE-4529,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
243,MAPREDUCE-4530,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
244,MAPREDUCE-4531,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
245,MAPREDUCE-4532,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
246,MAPREDUCE-4536,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
247,MAPREDUCE-4537,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
248,MAPREDUCE-4540,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
249,MAPREDUCE-4541,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
250,MAPREDUCE-4542,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
251,MAPREDUCE-4543,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
252,MAPREDUCE-4544,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
253,MAPREDUCE-4546,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
254,MAPREDUCE-4547,MAPREDUCE-4554,Duplicate,Job Credentials are not transmitted if security is turned off,Job Credentials are not transmitted if security is turned off,1,1,1
255,MAPREDUCE-4561,MAPREDUCE-4598,Duplicate,Support for node health scripts on Windows ,Support for node health scripts on Windows,1,1,1
256,YARN-56,MAPREDUCE-3946,Unresolved,Handle container requests that request more resources than currently available in the cluster,If a resource requirement is higher than available on any node; job should fail early,1,1,1
257,MAPREDUCE-4621,MAPREDUCE-4626,Duplicate,[MAPREDUCE-3902] Disable AM blacklisting if #blacklistedNodes crosses the configured threshold,[MAPREDUCE-3902] Fix and re-enable RMContaienrAllocator unit tests,1,1,1
258,MAPREDUCE-4643,MAPREDUCE-4676,Fixed,Make job-history cleanup-period configurable,Add test for job history cleaner,1,1,1
259,MAPREDUCE-4643,MAPREDUCE-4973,Fixed,Make job-history cleanup-period configurable,Backport history clean up configurations to branch-1,0,1,1
260,MAPREDUCE-4644,MAPREDUCE-4656,Not A Problem,mapreduce-client-jobclient-tests do not run from dist tarball,Can't run TestDFSIO due to junit dependency,0,0,1
261,MAPREDUCE-4671,MAPREDUCE-4984,Fixed,AM does not tell the RM about container requests that are no longer needed,AM leaves unwanted node/rack requests after container has been assigned,0,1,1
262,MAPREDUCE-4712,MAPREDUCE-4814,Fixed,mr-jobhistory-daemon.sh doesn't accept --config,mr-jobhistory-daemon.sh does not parse --config options,0,1,1
263,MAPREDUCE-4712,MAPREDUCE-4713,Fixed,mr-jobhistory-daemon.sh doesn't accept --config,mr-jobhistory-daemon.sh --config option doesn't work,1,1,1
264,MAPREDUCE-4723,MAPREDUCE-4725,Fixed,Fix warnings found by findbugs 2,Setting local variables to null causes findbugs 2 warnings,1,1,1
265,MAPREDUCE-4723,MAPREDUCE-4726,Fixed,Fix warnings found by findbugs 2,Empty catch blocks cause findbugs 2 warnings,1,1,1
266,MAPREDUCE-4744,MAPREDUCE-4751,Duplicate,Application Master is running forever when the TaskAttempt gets TA_KILL event at the state SUCCESS_CONTAINER_CLEANUP,AM stuck in KILL_WAIT for days,0,1,1
267,MAPREDUCE-4745,MAPREDUCE-4751,Duplicate,Application Master is hanging when the TaskImpl gets T_KILL event and completes attempts by the time  ,AM stuck in KILL_WAIT for days,1,1,1
268,MAPREDUCE-4758,MAPREDUCE-5982,Duplicate,jobhistory web ui not showing correct # failed reducers,Task attempts that fail from the ASSIGNED state can disappear,0,1,1
269,MAPREDUCE-4769,MAPREDUCE-6536,Duplicate,Pipes build problem with recent OpenSSL libs,hadoop-pipes doesn't use maven properties for openssl,1,0,1
270,MAPREDUCE-4774,MAPREDUCE-4816,Fixed,JobImpl does not handle asynchronous task events in FAILED state,JobImpl Invalid event: JOB_TASK_ATTEMPT_COMPLETED at FAILED,0,1,1
271,MAPREDUCE-4804,MAPREDUCE-5469,Unresolved,Counters for the applicationmaster,Counters for MRAppMaster,0,1,1
272,MAPREDUCE-4841,MAPREDUCE-5476,Duplicate,Application Master Retries fail due to FileNotFoundException,Job can fail when RM restarts after staging dir is cleaned but before MR successfully unregister with RM,0,0,1
273,MAPREDUCE-4842,MAPREDUCE-5423,Fixed,Shuffle race can hang reducer,Rare deadlock situation when reducers try to fetch map output,1,0,1
274,MAPREDUCE-4852,MAPREDUCE-5251,Duplicate,Reducer should not signal fetch failures for disk errors on the reducer's side,Reducer should not implicate map attempt if it has insufficient space to fetch map output,1,1,1
275,MAPREDUCE-4879,MAPREDUCE-5911,Fixed,TeraOutputFormat may overwrite an existing output directory,Terasort TeraOutputFormat does not check for output directory existance,1,0,1
276,MAPREDUCE-4882,MAPREDUCE-6063,Duplicate,Error in estimating the length of the output file in Spill Phase,In sortAndSpill of MapTask.java; size is calculated wrongly when bufend < bufstart.,0,1,1
277,MAPREDUCE-4883,MAPREDUCE-5649,Duplicate,Reducer's Maximum Shuffle Buffer Size should be enlarged for 64bit JVM,Reduce cannot use more than 2G memory  for the final merge,0,1,1
278,MAPREDUCE-4893,MAPREDUCE-4982,Fixed,MR AppMaster can do sub-optimal assignment of containers to map tasks leading to poor node locality,AM hung with one pending map task,0,1,1
279,MAPREDUCE-4935,MAPREDUCE-5066,Fixed,Support timeout limitation to MRv1 job end notifications ,JobTracker should set a timeout when calling into job.end.notification.url,0,1,1
280,MAPREDUCE-4989,MAPREDUCE-5024,Fixed,JSONify DataTables input data for Attempts page,JobHistory task attempts page sorts elapsed time wrong,0,0,1
281,MAPREDUCE-5002,MAPREDUCE-5115,Fixed,AM could potentially allocate a reduce container to a map attempt,MR app master may try to assign a reduce priority container to a map,0,1,1
282,MAPREDUCE-5009,MAPREDUCE-5255,Fixed,Killing the Task Attempt slated for commit does not clear the value from the Task commitAttempt member,Reduce task preemption  results in task never completing ; incomplete fix to MAPREDUCE-3858 ?,0,0,1
283,MAPREDUCE-5024,MAPREDUCE-5105,Duplicate,JobHistory task attempts page sorts elapsed time wrong,Job History Webpage Elapsed Time Column Sort Broken,1,0,1
284,MAPREDUCE-5050,MAPREDUCE-5528,Unresolved,Cannot find partition.lst in Terasort on Hadoop/Local File System,"TeraSort fails with ""can't read paritions file"" - does not read partition file from distributed cache",1,1,1
285,MAPREDUCE-5079,MAPREDUCE-5869,Fixed,Recovery should restore task state from job history info directly,Wrong date and and time on job tracker page,0,0,1
286,MAPREDUCE-5127,MAPREDUCE-5471,Duplicate,MR job succeeds and exits even when unregister with RM fails,Succeed job tries to restart after RMrestart,0,0,1
287,MAPREDUCE-5130,MAPREDUCE-5236,Fixed,Add missing job config options to mapred-default.xml,references to JobConf.DISABLE_MEMORY_LIMIT don't make sense in the context of MR2,0,1,1
288,MAPREDUCE-5137,MAPREDUCE-5500,Fixed,AM web UI: clicking on Map Task results in 500 error,Accessing task page for running job throw 500 Error code,0,1,1
289,MAPREDUCE-5143,MAPREDUCE-5656,Duplicate,TestLineRecordReader has no test case for compressed files,bzip2 codec can drop records when reading data in splits,1,0,1
290,MAPREDUCE-5159,MAPREDUCE-5160,Fixed,Aggregatewordcount and aggregatewordhist in hadoop-1 examples are not binary compatible with hadoop-2 mapred.lib.aggregate,Aggregatewordcount and aggregatewordhist in hadoop-1 examples can not find their inner classes when running on Yarn,1,1,1
291,MAPREDUCE-5174,MAPREDUCE-5447,Unresolved,Job History server gives wrong no of total maps and reducers,When a job state is ERROR ; total map and reduce task are displayed as 0 in JHS home page ; while navigating inside the respective job page displays the correct total. ,1,0,1
292,MAPREDUCE-5214,MAPREDUCE-5243,Won't Fix,Compatibility: Add a deprecated MRAdmin that wraps around RMAdmin,MRAdmin is removed from M/R while RMAdmin is added to Yarn,1,1,1
293,MAPREDUCE-5249,MAPREDUCE-5375,Duplicate,Oozie delegation token renewal fails for MR tokens in branch-1,Delegation Token renewal exception in jobtracker logs,0,0,1
294,MAPREDUCE-5292,MAPREDUCE-5294,Duplicate,ShuffleConsumerPlugin.Context should support org.apache.hadoop.mapreduce.Reducer,Shuffle#MergeManager should support org.apache.hadoop.mapreduce.Reducer,1,0,1
295,MAPREDUCE-5293,MAPREDUCE-5294,Duplicate,Shuffle#MergeManager should support org.apache.hadoop.mapreduce.Reducer,Shuffle#MergeManager should support org.apache.hadoop.mapreduce.Reducer,1,0,1
296,MAPREDUCE-5339,MAPREDUCE-5340,Unresolved,There are methods and capabilities in Job and other Classes for which no information is provided in Javadoc.,isRetired is not well defined. javadoc does not indicate how a job is retired and waht does retired mean.,1,1,1
297,MAPREDUCE-5341,MAPREDUCE-5597,Duplicate,All constructors for Job are deprecated. There is no indication of what the alternative is.,Missing alternatives in javadocs for deprecated constructors in mapreduce.Job,0,0,1
298,MAPREDUCE-5342,MAPREDUCE-5343,Unresolved,There are methods that should be deprecated and new methods should be added with names matching purposes,reduceProgress is misleading. It should be renamed getReduceTasksProgress,1,1,1
299,MAPREDUCE-5342,MAPREDUCE-5344,Unresolved,There are methods that should be deprecated and new methods should be added with names matching purposes,getClusterStatus method in Cluster returns ClusterMetrics. It should be called getClusterMetrics or it should return ClusterStatus.,0,1,1
300,MAPREDUCE-5342,MAPREDUCE-5345,Unresolved,There are methods that should be deprecated and new methods should be added with names matching purposes,cleanupProgress is misleading. It should be renamed getCleanupTasksProgress ,0,1,1
301,MAPREDUCE-5342,MAPREDUCE-5347,Unresolved,There are methods that should be deprecated and new methods should be added with names matching purposes,getBlacklistedTrackers() should be deprecated and a new method called  getNumBlacklistedTrackers should be added. ,0,1,1
302,MAPREDUCE-5346,MAPREDUCE-5597,Duplicate,The example provided in the javadoc for Job is outdated.,Missing alternatives in javadocs for deprecated constructors in mapreduce.Job,0,1,1
303,MAPREDUCE-5401,MAPREDUCE-5466,Duplicate,Succeeded Job details displayed as Error  In JobHistoryServer UI when RM issues Reboot to 1st app master.,Historyserver does not refresh the result of restarted jobs after RM restart,1,0,1
304,MAPREDUCE-5409,MAPREDUCE-6933,Fixed,MRAppMaster throws InvalidStateTransitonException: Invalid event: TA_TOO_MANY_FETCH_FAILURE at KILLED for TaskAttemptImpl,Invalid event: TA_CONTAINER_LAUNCH_FAILED at KILLED,0,1,1
305,MAPREDUCE-5418,MAPREDUCE-5641,Duplicate,JobHistoryServer has no information about applications if the MR-AM crashes,History for failed Application Masters should be made available to the Job History Server,0,0,1
306,MAPREDUCE-5421,MAPREDUCE-5424,Fixed,TestNonExistentJob is failed due to recent changes in YARN,TestNonExistentJob failing after YARN-873,1,1,1
307,MAPREDUCE-5427,MAPREDUCE-5632,Duplicate,TestRMContainerAllocator.testUpdatedNodes fails on jdk7,TestRMContainerAllocator#testUpdatedNodes fails,0,1,1
308,MAPREDUCE-5485,MAPREDUCE-6437,Fixed,Allow repeating job commit by extending OutputCommitter API,Add retry on some connection exception on job commit phase,1,0,1
309,MAPREDUCE-5502,MAPREDUCE-5581,Unresolved,History link in resource manager is broken for KILLED jobs,killing jobs which have failed causes log missing,0,1,1
310,MAPREDUCE-5502,MAPREDUCE-6135,Unresolved,History link in resource manager is broken for KILLED jobs,Job staging directory remains if MRAppMaster is OOM,0,1,1
311,MAPREDUCE-5503,MAPREDUCE-5516,Fixed,TestMRJobClient.testJobClient is failing,TestMRJobClient fails on trunk,0,0,1
312,MAPREDUCE-5503,MAPREDUCE-5526,Fixed,TestMRJobClient.testJobClient is failing,TestMRJobClient fails on Windows and Linux,0,0,1
313,MAPREDUCE-5535,MAPREDUCE-5538,Duplicate,TestClusterMRNotification.testMR is failing,MRAppMaster#shutDownJob shouldn't send job end notification before checking isLastRetry,1,0,1
314,MAPREDUCE-5542,MAPREDUCE-5764,Fixed,Killing a job just as it finishes can generate an NPE in client,Potential NullPointerException in YARNRunner.killJob(JobID arg0),0,1,1
315,MAPREDUCE-5583,MAPREDUCE-6176,Fixed,Ability to limit running map and reduce tasks,To limit the map task number or reduce task number of an application,1,1,1
316,MAPREDUCE-5618,MAPREDUCE-5699,Duplicate,Allow setting lineage information,Allow setting tags on MR jobs,0,1,1
317,MAPREDUCE-5642,MAPREDUCE-5850,Fixed,TestMiniMRChildTask fails on Windows,PATH environment variable contains duplicate values in map and reduce tasks on Windows.,0,1,1
318,MAPREDUCE-5664,MAPREDUCE-5667,Duplicate,java.lang.RuntimeException: javax.xml.parsers.ParserConfigurationException:,Error in runtime in mapreduce code,1,1,1
319,MAPREDUCE-5718,MAPREDUCE-5795,Unresolved,MR job will fail after commit fail,Job should be marked as Failed if it is recovered from commit.,0,1,1
320,MAPREDUCE-5726,MAPREDUCE-5743,Duplicate,TestRMContainerAllocator#testCompletedTasksRecalculateSchedule fails,TestRMContainerAllocator is failing,1,1,1
321,YARN-1680,MAPREDUCE-5928,Unresolved,availableResources sent to applicationMaster in heartbeat should exclude blacklistedNodes free memory.,Deadlock allocating containers for mappers and reducers,0,1,1
322,MAPREDUCE-5793,MAPREDUCE-5804,Duplicate,Make TestMRJobsWithProfiler#testProfiler faster,TestMRJobsWithProfiler#testProfiler timesout,0,1,1
323,MAPREDUCE-5799,MAPREDUCE-5842,Duplicate,add default value of MR_AM_ADMIN_USER_ENV,uber job with LinuxContainerExecutor cause exception,0,1,1
324,MAPREDUCE-5799,MAPREDUCE-6577,Duplicate,add default value of MR_AM_ADMIN_USER_ENV,MR AM unable to load native library without MR_AM_ADMIN_USER_ENV set,0,0,1
325,MAPREDUCE-5848,MAPREDUCE-5900,Duplicate,MapReduce counts forcibly preempted containers as FAILED,Container preemption interpreted as task failures and eventually job failures ,0,1,1
326,MAPREDUCE-5856,MAPREDUCE-5875,Duplicate,Counter limits always use defaults even if JobClient is given a different Configuration,Make Counter limits consistent across JobClient; MRAppMaster; and YarnChild,0,1,1
327,MAPREDUCE-5868,MAPREDUCE-5923,Fixed,TestPipeApplication causing nightly build to fail,org.apache.hadoop.mapred.pipes.TestPipeApplication timeouts intermittently,0,0,1
328,MAPREDUCE-5875,MAPREDUCE-6129,Fixed,Make Counter limits consistent across JobClient; MRAppMaster; and YarnChild,Job failed due to counter out of limited in MRAppMaster,0,1,1
329,MAPREDUCE-5920,MAPREDUCE-5922,Fixed,Add Xattr option in DistCp docs ,Update distcp documentation to mention option for preserving xattrs.,0,1,1
330,MAPREDUCE-5951,MAPREDUCE-6113,Fixed,Add support for the YARN Shared Cache,An ability to override LocalResourceVisibility for public resources,0,0,1
331,MAPREDUCE-5975,MAPREDUCE-5985,Duplicate,Fix native-task build on Ubuntu 13.10,native-task: Fix build on macosx,1,0,1
