Issue_id,Type,Priority,Component,Title,Description,Status,Resolution,Duplicated_issue,Assignee,Reporter,Created_time,Updated_time,Resolved_time,Fix_version,Affects_version,Labels,Blocked_issue,Related_issue,Link
HADOOP-6763,Bug,Major,,Remove verbose logging from the Groups class,2010-02-25 08:30:52;269 INFO  security.Groups (Groups. getGroups(76)) - Retu rning cached groups for 'oom'  should both be demoted to debug level.,Closed,Fixed,,Boris Shkolnik,Owen O'Malley,Thu; 25 Feb 2010 16:37:29 +0000,Mon; 12 Dec 2011 06:19:15 +0000,Thu; 13 May 2010 20:46:52 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/HADOOP-6763
MAPREDUCE-1788,Bug,Major,client,o.a.h.mapreduce.Job shouldn't make a copy of the JobConf,Having o.a.h.mapreduce.Job make a copy of the passed in JobConf has several issues: any modifications done by various pieces such as InputSplit etc. are not reflected back and causes issues for frameworks built on top.,Closed,Fixed,,Arun C Murthy,Arun C Murthy,Thu; 13 May 2010 20:25:09 +0000,Tue; 15 Nov 2011 00:48:44 +0000,Sun; 18 Sep 2011 02:53:26 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1788
MAPREDUCE-1789,Bug,Blocker,build,MapReduce trunk fails to compile following HADOOP-6600,A few classes need updating following the change to KerberosInfo introduced in HADOOP-6600,Closed,Invalid,,Tom White,Tom White,Thu; 13 May 2010 23:25:07 +0000,Tue; 24 Aug 2010 21:21:37 +0000,Fri; 14 May 2010 02:26:50 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1789
MAPREDUCE-1790,Improvement,Major,build,Automatic resolution of Lzo codecs is needed.,The test cases are failing due to non-availablity of the jar  hadoop-gpl-compression-0.1.0-1005060043.jar; need changes to aop xml to fix this.,Resolved,Won't Fix,,Giridharan Kesavan,Balaji Rajagopalan,Fri; 14 May 2010 11:55:47 +0000,Wed; 30 Jul 2014 19:32:45 +0000,Wed; 30 Jul 2014 19:32:45 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1790
MAPREDUCE-1791,Sub-task,Major,test,Remote cluster control functionality needs JavaDocs improvement,This is MR part of HADOOP-6752.,Closed,Fixed,,Konstantin Boudnik,Konstantin Boudnik,Sat; 15 May 2010 00:41:39 +0000,Fri; 29 Oct 2010 02:04:27 +0000,Sat; 26 Jun 2010 20:24:13 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1791
MAPREDUCE-1792,Bug,Major,jobtracker,add script that backups job statistics,When cluster is terminated; job statistics from previous execution is lost. A script should be created to backup job statistics so that analysis can be performed across cluster restart.  A utility to visualize job statistics is also desirable.,Resolved,Won't Fix,,Unassigned,Ted Yu,Sun; 16 May 2010 13:16:50 +0000,Wed; 30 Jul 2014 19:33:36 +0000,Wed; 30 Jul 2014 19:33:36 +0000,,0.20.2,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1792
HADOOP-6788,Bug,Major,test,[Herriot] Exception exclusion functionality is not working correctly.,"Exception exclusion functionality is not working correctly because of that tests are failing by not matching the error count. I debugged the issue and found that the problem with shell command which is generating in the getNumberOfMatchesInLogFile function.  Currently building the shell command in the following way.   if(list != null){   for(int i =0; i  list.length; ++i)   {     filePattern.append("" | grep -v "" + list[i] );   } }     String[] cmd =         new String[] {             ""bash"";             ""-c"";             ""grep -c ""                 + pattern + "" "" + filePattern                 + "" | awk -F: ' {s+=$2} END {print s}'"" };      However; The above commnad won't work correctly because you are counting the exceptions in the file before excluding the known exceptions. In this case it gives the mismatch error counts everytime.The shell command should be in the following way to work correctly.  if (list != null) {   int index = 0;   for (String excludeExp : list) {     filePattern.append((++index  list.length)? ""| grep -v "" :              ""| grep -vc "" + list[i] );     } } String[] cmd =    new String[] {        ""bash"";        ""-c"";        ""grep ""            + pattern + "" "" + filePattern            + "" | awk -F: '{s+=$2}  END  {print s} '"" };",Closed,Fixed,,Vinay Kumar Thota,Vinay Kumar Thota,Mon; 17 May 2010 10:40:42 +0000,Thu; 2 May 2013 02:29:33 +0000,Fri; 4 Jun 2010 04:13:51 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/HADOOP-6788
MAPREDUCE-1794,Task,Major,test,Test the job status of lost task trackers before and after the timeout.,This test covers the following scenarios.  1. Verify the job status whether it is succeeded or not when  the task tracker is lost and alive before the timeout. 2. Verify the job status and killed attempts of a task whether it is succeeded or not and killed attempts are matched or not  when the task trackers are lost and it timeout for all the four attempts of a task.,Resolved,Fixed,,Vinay Kumar Thota,Vinay Kumar Thota,Mon; 17 May 2010 11:18:58 +0000,Wed; 30 Jul 2014 19:35:52 +0000,Wed; 30 Jul 2014 19:35:52 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1794
MAPREDUCE-1795,Improvement,Major,,add error option if file-based record-readers fail to consume all input (e.g.; concatenated gzip; bzip2),"When running MapReduce with concatenated gzip files as input; only the first part (""member"" in gzip spec parlance; http: feature; whenever that occurs.",Resolved,Won't Fix,,Greg Roelofs,Greg Roelofs,Tue; 18 May 2010 01:18:43 +0000,Thu; 10 Jun 2010 21:57:29 +0000,Thu; 10 Jun 2010 21:57:29 +0000,,,,,HADOOP-6335;PIG-42;HADOOP-6835,https://issues.apache.org/jira/browse/MAPREDUCE-1795
MAPREDUCE-1796,Bug,Major,jobtracker,job tracker history viewer shows all recent jobs as being run at job tracker (re)start time,This has been the behavior of the History viewer for long that it shows the timestamp when the JobTracker restarted rather than Job start time.,Resolved,Duplicate,MAPREDUCE-1541,Unassigned,Ted Yu,Tue; 18 May 2010 03:10:35 +0000,Tue; 18 May 2010 04:02:59 +0000,Tue; 18 May 2010 04:02:59 +0000,,0.20.2,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1796
MAPREDUCE-1797,Improvement,Major,jobtracker,The JobTracker lock can be a reader/writer lock,The Jobtracker has a global lock and a per-job JobInProgress lock. The aim for the JobInprogress lock is to support the ability to lock a single job's metadata without  blocking out the entire JobTracker. However; many code paths acquire the JobTracker lock and then acquire the JobInProgress lock while keeping the JobTracker lock. This somewhat defeats the benefit of having a per-job lock.,Resolved,Won't Fix,,dhruba borthakur,dhruba borthakur,Tue; 18 May 2010 22:07:12 +0000,Wed; 30 Jul 2014 19:36:13 +0000,Wed; 30 Jul 2014 19:36:13 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1797
MAPREDUCE-1798,Improvement,Major,,normalize property names for JT kerberos principal names in configuration (from HADOOP 6633),nan,Closed,Fixed,,Boris Shkolnik,Boris Shkolnik,Wed; 19 May 2010 00:00:47 +0000,Mon; 12 Dec 2011 06:20:02 +0000,Fri; 21 May 2010 16:21:00 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1798
MAPREDUCE-1799,Bug,Major,task;tasktracker,TaskTracker webui fails to show logs for tasks whose child JVM itself crashes before process launch,In many cases like invalid JVM arguments; JVM started with too much initialize heap or beyond OS ulimits; the child JVM itself crashes before the process can even be launched. In these situation; the tasktracker's webUI doesn't show the logs. This is because of a bug in the TaskLogServlet which displays logs only when syslog; stdout; stderr are all present. In the JVM crash case; syslog isn't created and so task-logs aren't displayed at all.,Open,Unresolved,,Unassigned,Vinod Kumar Vavilapalli,Wed; 19 May 2010 10:39:36 +0000,Thu; 2 May 2013 02:29:42 +0000,,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1799
MAPREDUCE-1800,Bug,Major,,using map output fetch failures to blacklist nodes is problematic,If a mapper and a reducer cannot communicate; then either party could be at fault. The current hadoop protocol allows reducers to declare nodes running the mapper as being at fault. When sufficient number of reducers do so - then the map node can be blacklisted.   In cases where networking problems cause substantial degradation in communication across sets of nodes - then large number of nodes can become blacklisted as a result of this protocol. The blacklisting is often wrong (reducers on the smaller side of the network partition can collectively cause nodes on the larger network partitioned to be blacklisted) and counterproductive (rerunning maps puts further load on the (already) maxed out network links).  We should revisit how we can better identify nodes with genuine network problems (and what role; if any; map-output fetch failures have in this).,Open,Unresolved,,Unassigned,Joydeep Sen Sarma,Wed; 19 May 2010 18:08:50 +0000,Sat; 22 May 2010 14:57:27 +0000,,,,,,MAPREDUCE-562,https://issues.apache.org/jira/browse/MAPREDUCE-1800
MAPREDUCE-1801,Bug,Major,,do not throw exception if cannot get a delegation token; it may be from a unsecured cluster (part of HDFS-1044),nan,Open,Unresolved,,Boris Shkolnik,Boris Shkolnik,Wed; 19 May 2010 22:50:53 +0000,Mon; 28 Feb 2011 06:05:29 +0000,,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1801
MAPREDUCE-1802,Bug,Major,,allow outputcommitters to skip setup/cleanup,Job setup and cleanup overheads in our (larger) clusters are very significant and add to latency for small jobs. It turns out that Hive does not require job setup and cleanup at all - since all management of output cleanup for example.,Resolved,Duplicate,MAPREDUCE-463,Joydeep Sen Sarma,Joydeep Sen Sarma,Thu; 20 May 2010 01:01:32 +0000,Thu; 20 May 2010 05:49:34 +0000,Thu; 20 May 2010 05:49:34 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1802
MAPREDUCE-1803,Bug,Major,build,0.21 nightly snapshot build has dependency on 0.22 snapshot,The POM generated in https:  has a reference to hadoop-core 0.22.0-SNAPSHOT,Resolved,Invalid,,Unassigned,Aaron Kimball,Thu; 20 May 2010 02:44:30 +0000,Mon; 31 May 2010 22:02:25 +0000,Mon; 31 May 2010 22:02:25 +0000,,,,,HDFS-1166,https://issues.apache.org/jira/browse/MAPREDUCE-1803
MAPREDUCE-1804,New Feature,Major,benchmarks;test,Stress-test tool for HDFS introduced in HDFS-708,This issue is to commit the SLive test developed in HDFS-708 to MR trunk.,Closed,Fixed,,Konstantin Shvachko,Konstantin Shvachko,Thu; 20 May 2010 19:05:53 +0000,Mon; 12 Dec 2011 06:18:41 +0000,Fri; 21 May 2010 01:11:08 +0000,,0.22.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1804
MAPREDUCE-1805,Improvement,Major,,Document configurations parameters that are read by MapReduce framework and cannot be changed per job,From the documentation in mapred-default.xml; it is not apparent whether the configurations parameters (such as mapred.tasktracker.map.tasks.maximum) can be specified per-job; or whether these parameters are read by the framework at start-up and can never be changed. It would be helpful to annotate the default configurations file with this information.,Open,Unresolved,,Unassigned,Milind Bhandarkar,Thu; 20 May 2010 19:48:03 +0000,Thu; 20 May 2010 20:05:26 +0000,,,0.20.2,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1805
MAPREDUCE-1806,Bug,Major,harchive,CombineFileInputFormat does not work with paths not on default FS,In generating the splits in CombineFileInputFormat; the scheme and authority are stripped out. This creates problems when trying to access the files while generating the splits; as without the har: ; the file won't be accessed through the HarFileSystem.,Closed,Fixed,MAPREDUCE-2704,Gera Shegalov,Paul Yang,Thu; 20 May 2010 21:48:48 +0000,Wed; 17 Apr 2013 21:43:34 +0000,Tue; 30 Oct 2012 05:52:41 +0000,,0.22.0;0.23.1,,,HIVE-3025;MAPREDUCE-5161,https://issues.apache.org/jira/browse/MAPREDUCE-1806
MAPREDUCE-1807,Bug,Major,,TestQueueManager can take long enough to time out,Sometimes TestQueueManager takes such a long time that the JUnit engine times out and declares it a failure.  We should fix this; possibly by splitting the file's 19 test cases into two or more manageable test sets.,Resolved,Duplicate,MAPREDUCE-28,Unassigned,Dick King,Fri; 21 May 2010 02:44:59 +0000,Fri; 21 May 2010 16:46:23 +0000,Fri; 21 May 2010 08:05:44 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1807
MAPREDUCE-1808,New Feature,Major,tasktracker,Have a configurable metric reporting CPU/disk usage per user,Many organizations are looking at resource usage per department O per user and aggregate them using Ganglia.  Eventually; we can create an API for pluggable metrics (there is one for Jobtracker and Tasktracker).  Let me know your thoughts.  Alex K,Open,Unresolved,,Alex Kozlov,Alex Kozlov,Thu; 6 May 2010 23:12:19 +0000,Mon; 7 Mar 2011 08:02:51 +0000,,,,,,MAPREDUCE-1739,https://issues.apache.org/jira/browse/MAPREDUCE-1808
MAPREDUCE-1809,Task,Major,build,Ant build changes for Streaming system tests in contrib projects.,Implementing new target( test-system) in build-contrib.xml file for executing the system test that are in contrib projects. Also adding 'subant'  target in aop.xml that calls the build-contrib.xml file for system tests.,Resolved,Fixed,,Vinay Kumar Thota,Vinay Kumar Thota,Sun; 23 May 2010 17:51:03 +0000,Thu; 2 May 2013 02:29:32 +0000,Fri; 26 Nov 2010 10:00:21 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1809
MAPREDUCE-1810,Bug,Major,build,0.21 build is broken,   @KerberosInfo(MRJobConfig.JOB_JOBTRACKER_ID),Closed,Fixed,,Tom White,Sharad Agarwal,Mon; 24 May 2010 05:19:00 +0000,Thu; 2 May 2013 02:29:32 +0000,Thu; 27 May 2010 21:19:53 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1810
MAPREDUCE-1811,Bug,Minor,client,Job.monitorAndPrintJob() should print status of the job at completion,"Job.monitorAndPrintJob() just prints ""Job Complete"" at the end of the job. It should print the state whether the job SUCCEEDED KILLED.",Closed,Fixed,MAPREDUCE-616,Harsh J,Amareshwari Sriramadasu,Mon; 24 May 2010 10:18:52 +0000,Tue; 15 Nov 2011 00:48:11 +0000,Wed; 2 Mar 2011 05:39:16 +0000,,0.20.1,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1811
MAPREDUCE-1812,Task,Major,test,New properties for suspend and resume process.,Adding new properties in system-test-mr.xml file for suspend and resume process.,Closed,Fixed,,Vinay Kumar Thota,Vinay Kumar Thota,Tue; 25 May 2010 07:00:37 +0000,Thu; 2 May 2013 02:29:32 +0000,Fri; 16 Jul 2010 20:07:11 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1812
MAPREDUCE-1813,Bug,Major,contrib/streaming,NPE in PipeMapred.MRErrorThread,Some reduce tasks fail with following NPE  449),Closed,Fixed,,Ravi Gummadi,Amareshwari Sriramadasu,Tue; 25 May 2010 08:07:22 +0000,Mon; 12 Dec 2011 06:19:00 +0000,Fri; 11 Jun 2010 11:41:24 +0000,,0.20.1,,,HADOOP-3089;HADOOP-4620,https://issues.apache.org/jira/browse/MAPREDUCE-1813
MAPREDUCE-1814,Improvement,Trivial,contrib/gridmix,[GridMix] Factor out GridMix constants into a separate file,It would be nice to have all the GridMix configuration parameters factored out in one place file.,Open,Unresolved,,Unassigned,Amar Kamat,Tue; 25 May 2010 08:38:55 +0000,Tue; 25 May 2010 08:38:55 +0000,,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1814
MAPREDUCE-1815,Bug,Major,jobtracker,Directory in logs/history causes ArrayIndexOutOfBoundsException,Creating a directory in the jobtracker history directory causes an ArrayIndexOutOfBounds exception.,Resolved,Won't Fix,,Unassigned,Allen Wittenauer,Tue; 25 May 2010 23:12:23 +0000,Wed; 2 Nov 2011 17:40:55 +0000,Wed; 2 Nov 2011 17:40:55 +0000,,0.20.2,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1815
MAPREDUCE-1816,Improvement,Minor,contrib/raid,HAR files used for RAID parity need to have configurable partfile size,RAID parity files are merged into HAR archives periodically. This is required to reduce the number of files that the NameNode has to track. The number of files present in a HAR archive depends on the size of HAR part files - higher the size; lower the number of files. The size of HAR part files is configurable through the setting har.partfile.size; but that is a global setting. This task introduces a new setting specific to raid.har.partfile.size; that is used in-turn to set har.partfile.size,Resolved,Fixed,,Ramkumar Vadali,Ramkumar Vadali,Wed; 26 May 2010 06:04:21 +0000,Fri; 29 Oct 2010 02:03:29 +0000,Thu; 30 Sep 2010 13:23:00 +0000,,0.20.1,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1816
MAPREDUCE-1817,Bug,Major,tasktracker,JT and TT should not have to match build versions,TaskTracker#offerService checks for a match with the JT VersionInfo#getBuildVersion; and fails if they are the same version but happen to be built at a different time of day. It seems like the correct test is VersionInfo#getRevision.  fwiw the NN and DN do not have to match build versions.,Resolved,Not A Problem,,Unassigned,Eli Collins,Wed; 26 May 2010 17:22:18 +0000,Thu; 27 May 2010 15:55:04 +0000,Thu; 27 May 2010 15:55:04 +0000,,0.20.1;0.20.2;0.20.3;0.21.0;0.22.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1817
MAPREDUCE-1818,Improvement,Minor,contrib/raid,RaidNode should specify a pool name incase the cluster is using FairScheduler,contrib fairscheduler (FairScheduler) supports scheduling based on pools. The RaidNode should specify a pool name based on configuration to make use of pools.,Resolved,Fixed,,Ramkumar Vadali,Ramkumar Vadali,Wed; 26 May 2010 19:22:37 +0000,Thu; 7 Apr 2011 15:40:40 +0000,Fri; 29 Oct 2010 01:36:07 +0000,,0.20.1,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1818
MAPREDUCE-1819,Improvement,Major,contrib/raid,RaidNode should be smarter in submitting Raid jobs,The RaidNode currently computes parity files as follows: 1. Using RaidNode.selectFiles() to figure out what files to raid for a policy 2. Using #1 repeatedly for each configured policy to accumulate a list of files.  3. Submitting a mapreduce job with the list of files from #2 using DistRaid.doDistRaid()  This task addresses the fact that #2 and #3 happen sequentially. The proposal is to submit a separate mapreduce job for the list of files for each policy and use another thread to track the progress of the submitted jobs. This will help reduce the time taken for files to be raided.,Closed,Fixed,,Ramkumar Vadali,Ramkumar Vadali,Wed; 26 May 2010 21:11:24 +0000,Mon; 12 Dec 2011 06:19:24 +0000,Tue; 12 Oct 2010 18:24:22 +0000,,0.20.1,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1819
MAPREDUCE-1820,Bug,Major,,InputSampler does not create a deep copy of the key object when creating a sample; which causes problems with some formats like SequenceFile<Text;Text>,I tried to use the InputSampler on a SequenceFileText;Text and found that it comes up with duplicate keys in the sample.  The problem was tracked down to the fact that the Text object returned from the reader is essentially a wrapper pointing to a byte array; which changes as the sequence file reader progresses.  There was also a bug in that the reader should be initialized before the use.  The am attaching a patch that fixes both of the issues.  --Alex K,Closed,Fixed,,Alex Kozlov,Alex Kozlov,Wed; 26 May 2010 22:30:31 +0000,Wed; 8 May 2013 21:13:26 +0000,Thu; 8 Jul 2010 00:11:22 +0000,,,,,MAPREDUCE-366;MAPREDUCE-5225,https://issues.apache.org/jira/browse/MAPREDUCE-1820
MAPREDUCE-1821,Bug,Major,task,IFile.Reader should check whether data crc has checked before it stop reading.,Currently IFile data has crc checked in IFileInputStream (doRead method);  Normally the IFile would end with 2 bytes of -1; which means EOF_MARKER for keylength and valuelength; and then with 4 bytes crc checksum; IFileInputStream  checksumIn would check crc before IFile.Reader get EOF_MARKER;  IFile.Reader would stop reading when positionToNextRecord() read keylength EOF_MARKER(-1);and valuelength  EOF_MARKER(-1);  But if something error happened(IFile corrupted); if the IFileReader read -1; -1 not at end of the IFile; the data may not checked!  Then Reader thought it had got all data and close reader......the task may fake success without any WARNing.,Open,Unresolved,,ZhuGuanyin,ZhuGuanyin,Thu; 27 May 2010 06:23:55 +0000,Thu; 3 Aug 2017 22:08:11 +0000,,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1821
MAPREDUCE-1822,Bug,Major,,TestTaskTrackerLocalization fails in a fresh trunk checkout.,This is not the same as MAPREDUCE:879 .  In 879; testTaskControllerSetup throws an exception for a nonexistent file.  That problem has been fixed.  In a fresh trunk; the same unit test delivers an assertion failure.,Open,Unresolved,,Unassigned,Dick King,Thu; 27 May 2010 17:33:33 +0000,Fri; 28 May 2010 17:48:01 +0000,,,,,,MAPREDUCE-879,https://issues.apache.org/jira/browse/MAPREDUCE-1822
MAPREDUCE-1823,Improvement,Major,,Reduce the number of calls of HarFileSystem.getFileStatus in RaidNode,RaidNode makes lots of calls of HarFileSystem.getFileStatus. This method fetches information from DataNode so it is slow. It becomes the bottleneck of the RaidNode. It will be nice if we can make this more efficient.,Open,Unresolved,,Scott Chen,Scott Chen,Fri; 28 May 2010 18:48:10 +0000,Thu; 13 Jan 2011 02:29:05 +0000,,,0.22.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1823
MAPREDUCE-1824,Improvement,Major,,JobTracker should reuse file system handle for delegation token renewal,In trunk; the DelegationTokenRenewal obtains the file system handle by creating the uri out of service in the token; which is ip:port. The intention of this jira is to use host name of the namenode so that fils system handle in the cache on jobtracker could be re-used. This jira is created because such an optimization is there in 20 code and the patch attached is the direct port of the code in 20.,Resolved,Later,,Daryn Sharp,Jitendra Nath Pandey,Fri; 28 May 2010 22:28:26 +0000,Mon; 9 Mar 2015 23:17:09 +0000,Mon; 9 Mar 2015 23:17:09 +0000,,,,,HADOOP-7510,https://issues.apache.org/jira/browse/MAPREDUCE-1824
MAPREDUCE-1825,Bug,Major,jobtracker,jobqueue_details.jsp and FairSchedulerServelet should not call finishedMaps and finishedReduces when job is not initialized,JobInProgress.finishedMaps() and finishedReduces() are synchronized. They are called from jobqueue_details.jsp and FairSchedulerServelet which iterates through all jobs. If any job is in initialization; these pages don't come up until the initialization finishes.  See comment for more details,Closed,Fixed,,Scott Chen,Amareshwari Sriramadasu,Mon; 31 May 2010 05:51:16 +0000,Mon; 12 Dec 2011 06:19:00 +0000,Sat; 5 Feb 2011 00:46:00 +0000,,0.20.1,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1825
MAPREDUCE-1826,Bug,Major,contrib/streaming,Passing a directory for -file option does not work as expected.,When I tried passing a directory through -file option; the contents of directory are added to the job jar; not the directory itself. After MAPREDUCE-967; because the contents of the passed directory are not added to the jar unpack pattern; the files dirs inside the passed directory are not unjarred. Thus they are not symlinked from cwd of the task.  Currently; there is no way for the user to access the files under the directory passed through -file option.,Open,Unresolved,,Unassigned,Amareshwari Sriramadasu,Mon; 31 May 2010 11:35:12 +0000,Tue; 1 Jun 2010 07:49:03 +0000,,,0.21.0,,,MAPREDUCE-1697,https://issues.apache.org/jira/browse/MAPREDUCE-1826
MAPREDUCE-1827,Task,Major,test,[Herriot] Task Killing/Failing tests for a streaming job.,1. Set the sleep time for the tasks is 3 seconds and kill the task of streaming job using SIGKILL. After that  verify whether task is killed after 3 seconds or not and also verify whether job is succeeded or not. 2. Set the maximum attempts for the maps and reducers are one. make the task to fail and verify whether task  is failed or not.Also verify whether the job is failed or not.,Open,Unresolved,,Vinay Kumar Thota,Vinay Kumar Thota,Mon; 31 May 2010 14:23:49 +0000,Thu; 2 May 2013 02:29:33 +0000,,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1827
MAPREDUCE-1828,Bug,Major,tasktracker,Job doesn't fail graciously when an invalid mapred.child.env value is specified,When invalid input is given to -Dmapred.child.env=; ArrayIndexOutOfBoundsException is seen instead of giving a useful error message.  bin cat   212),Resolved,Won't Fix,,Ravi Gummadi,Ravi Gummadi,Tue; 1 Jun 2010 09:42:39 +0000,Wed; 30 Jul 2014 19:53:04 +0000,Wed; 30 Jul 2014 19:53:04 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1828
MAPREDUCE-1829,Improvement,Major,jobtracker,JobInProgress.findSpeculativeTask should use min() to find the candidate instead of sort(),findSpeculativeTask needs only one candidate to speculate so it does not need to sort the whole list. It may looks OK but someone can still submit big jobs with small slow task thresholds. In this case; this sorting becomes expensive.,Closed,Fixed,,Scott Chen,Scott Chen,Tue; 1 Jun 2010 18:04:22 +0000,Mon; 12 Dec 2011 06:19:58 +0000,Sat; 12 Jun 2010 09:56:15 +0000,,0.22.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1829
MAPREDUCE-1830,Improvement,Major,build,Ivy2.0 has bugs: let's upgrate to 2.1.0,Similar to HDFS-1177 Ivy needs to be upgraded up to 2.1,Resolved,Duplicate,MAPREDUCE-1870,Konstantin Boudnik,Konstantin Boudnik,Tue; 1 Jun 2010 18:16:49 +0000,Wed; 21 Jul 2010 18:06:29 +0000,Wed; 21 Jul 2010 18:06:29 +0000,,0.21.0,,,HADOOP-6798,https://issues.apache.org/jira/browse/MAPREDUCE-1830
MAPREDUCE-1831,Improvement,Major,contrib/raid,BlockPlacement policy for RAID,Raid introduce the new dependency between blocks within a file. The blocks help decode each other. Therefore we should avoid put them on the same machine.  The proposed BlockPlacementPolicy does the following 1. When writing parity blocks; it avoid the parity blocks and source blocks sit together. 2. When reducing replication number; it deletes the blocks that sits with other dependent blocks. 3. It does not change the way we write normal files. It only has different behavior when processing raid files.,Closed,Fixed,,Scott Chen,Scott Chen,Tue; 1 Jun 2010 19:01:05 +0000,Tue; 15 Nov 2011 00:50:06 +0000,Fri; 10 Dec 2010 22:29:52 +0000,,0.23.0,,,MAPREDUCE-1861,https://issues.apache.org/jira/browse/MAPREDUCE-1831
MAPREDUCE-1832,Improvement,Major,benchmarks,Support for file sizes less than 1MB in DFSIO benchmark.,Currently DFSIO benchmark allows to specify files sizes in 1MB increments. It would be useful to be able to specify smaller sizes.,Closed,Fixed,HDFS-1182,Konstantin Shvachko,Konstantin Shvachko,Wed; 2 Jun 2010 00:53:21 +0000,Thu; 2 May 2013 02:29:56 +0000,Fri; 4 Jun 2010 02:09:33 +0000,,0.20.2,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1832
MAPREDUCE-1833,Improvement,Major,contrib/gridmix,[gridmix3] limit the maximum task duration in sleep job.,In production job history logs; sometimes a task takes very long time to finish. Replaying such trace in sleep-job mode in Gridmix3 would unnecessarily prolong the benchmark execution time. It would be desirable to allow users to limit the maximum task duration.,Resolved,Duplicate,MAPREDUCE-1936,Hong Tang,Hong Tang,Wed; 2 Jun 2010 07:09:55 +0000,Fri; 16 Jul 2010 00:37:30 +0000,Tue; 13 Jul 2010 00:51:59 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1833
MAPREDUCE-1834,Bug,Major,contrib/mumak,TestSimulatorDeterministicReplay timesout on trunk,TestSimulatorDeterministicReplay timesout on trunk. See hudson patch build http: ,Closed,Fixed,,Hong Tang,Amareshwari Sriramadasu,Wed; 2 Jun 2010 07:57:33 +0000,Mon; 12 Dec 2011 06:20:01 +0000,Tue; 3 Aug 2010 18:24:48 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1834
MAPREDUCE-1835,Bug,Major,security,TestDelegationTokenRenewal token fails sometimes in branch 0.21,"org.apache.hadoop.mapreduce.security.token.TestDelegationTokenRenewal fails sometimes in branch 0.21.  The test fails with following error: Testcase: testDTRenewal took 15.606 sec 	FAILED renew wasn't called as many times as expected expected:5 but was:4 junit.framework.AssertionFailedError: renew wasn't called as many times as expected expected:5 but was:4 	at org.apache.hadoop.mapreduce.security.token.TestDelegationTokenRenewal.testDTRenewal(TestDelegationTokenRenewal. 303)  In run of 5; the test failed twice.",Resolved,Incomplete,,Unassigned,Amareshwari Sriramadasu,Wed; 2 Jun 2010 09:41:23 +0000,Wed; 30 Jul 2014 19:54:31 +0000,Wed; 30 Jul 2014 19:54:31 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1835
MAPREDUCE-1836,Bug,Major,,Refresh for proxy superuser config (mr part for HDFS-1096),nan,Closed,Fixed,,Boris Shkolnik,Boris Shkolnik,Wed; 2 Jun 2010 17:21:07 +0000,Mon; 12 Dec 2011 06:20:04 +0000,Fri; 4 Jun 2010 00:41:38 +0000,,0.22.0,,,,https://issues.apache.org/jira/browse/MAPREDUCE-1836
