,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
192,HDFS-3493,HDFS-3586,Fixed,Invalidate excess corrupted blocks as long as minimum replication is satisfied,Blocks are not getting replicate even DN's are availble.,0,1,1
193,HDFS-3495,HDFS-3496,Fixed,Update Balancer to support new NetworkTopology with NodeGroup,Update balancer for correctness with NodeGroup - two replicas are not on the same node,1,1,1
194,HDFS-3495,HDFS-3497,Fixed,Update Balancer to support new NetworkTopology with NodeGroup,Update Balancer policy with NodeGroup layer,1,1,1
195,HDFS-3519,HDFS-4811,Fixed,Checkpoint upload may interfere with a concurrent saveNamespace,race condition between 2 namenodes in standby that are trying to checkpoint with one another can delete or corrupt a good fsimage,0,0,1
196,HDFS-3519,HDFS-3806,Fixed,Checkpoint upload may interfere with a concurrent saveNamespace,Assertion failed in TestStandbyCheckpoints.testBothNodesInStandbyState,0,0,1
197,HDFS-3524,HDFS-3525,Fixed,TestFileLengthOnClusterRestart failed due to error message change,TestFileLengthOnClusterRestart may fail,0,1,1
198,HDFS-3546,HDFS-4513,Duplicate,Link to authentiation doc from the WebHDFS doc,Clarify WebHDFS REST API that all JSON respsonses may contain additional properties,0,1,1
199,HDFS-3554,HDFS-3648,Won't Fix,TestRaidNode is failing,TestRaidNode.testDistRaid fails,0,1,1
200,HDFS-3584,HDFS-10240,Unresolved,Blocks are getting marked as corrupt with append operation under high load.,Race between close/recoverLease leads to missing block,0,1,1
201,HDFS-3618,HDFS-11308,Unresolved,SSH fencing option may incorrectly succeed if nc (netcat) command not present,NameNode doFence state judgment problem,1,1,1
202,HDFS-3620,HDFS-8542,Duplicate,WebHdfsFileSystem getHomeDirectory() should not resolve locally,WebHDFS getHomeDirectory behavior does not match specification,1,0,1
203,HDFS-3638,HDFS-3700,Won't Fix,backport HDFS-3568 (add security to fuse_dfs) to branch-1,Backport HDFS-3568 to branch-1 (fuse_dfs: add support for security),1,0,1
204,HDFS-3655,HDFS-4851,Duplicate,Datanode recoverRbw could hang sometime,Deadlock in pipeline recovery,1,1,1
205,HDFS-3655,HDFS-5016,Duplicate,Datanode recoverRbw could hang sometime,Deadlock in pipeline recovery causes Datanode to be marked dead,0,0,1
206,HDFS-3701,HDFS-3965,Fixed,HDFS may miss the final block when reading a file opened for writing if one of the datanode is dead,DFSInputStream should not eat up exceptions if file is under construction,1,0,1
207,HDFS-3702,HDFS-4946,Fixed,Add an option for NOT writing the blocks locally if there is a datanode on the same box as the client,Allow preferLocalNode in BlockPlacementPolicyDefault to be configurable,0,0,1
208,HDFS-3711,HDFS-3717,Fixed,Manually convert remaining tests to JUnit4,Test cases in TestPBHelper fail,1,1,1
209,HDFS-3713,HDFS-3714,Duplicate,Disallow self-failover when auto failover is enabled,Disallow manual failover to already active NN when auto failover is enabled,1,1,1
210,HDFS-3716,HDFS-11366,Fixed,Purger should remove stale fsimage ckpt files,Clean up old .ckpt files after saveNamespace,0,0,1
211,HDFS-3736,HDFS-4596,Duplicate,Failure in starting NN due to fsimage loading failure,Shutting down namenode during checkpointing can lead to md5sum error,0,1,1
212,HDFS-3737,HDFS-3740,Fixed,retry support for webhdfs is breaking HttpFS support,Multiple test cases in TestWebhdfsFileSystem are failing,0,0,1
213,HDFS-3742,HDFS-7879,Duplicate,libhdfs symbol visibility issues,hdfs.dll does not export functions of the public libhdfs API,0,0,1
214,HDFS-3744,HDFS-6507,Duplicate,Decommissioned nodes are included in cluster after switch which is not expected,Improve DFSAdmin to support HA cluster better,0,1,1
215,HDFS-3752,HDFS-4120,Duplicate,BOOTSTRAPSTANDBY for new Standby node will not work just after saveNameSpace at ANN in case of BKJM,"Add a new ""-skipSharedEditsCheck"" option for BootstrapStandby",0,0,1
216,HDFS-3774,HDFS-3785,Unresolved,NPE in DFSInputStream.read() when called on non-existing block,NPE in DFSInputStream.read,1,1,1
217,HDFS-3774,HDFS-3786,Unresolved,NPE in DFSInputStream.read() when called on non-existing block,NPE in DFSInputStream.read(),1,1,1
218,HDFS-3836,HDFS-3837,Duplicate,Fix findbugs warnings in Datanode,Fix DataNode.recoverBlock findbugs warning,0,1,1
219,HDFS-3852,HDFS-3858,Fixed,TestHftpDelegationToken is broken after HADOOP-8225,Test TestHftpDelegationToken.testHdfsDelegationToken fails permanently in 0.23,0,1,1
220,HDFS-3854,HDFS-3862 ,Duplicate,Implement a fence method which should fence the BK shared storage.,,0,0,1
221,HDFS-3874,HDFS-3875,Fixed,Exception when client reports bad checksum to NN,Issue handling checksum errors in write pipeline,0,1,1
222,HDFS-3933,HDFS-3936,Duplicate,Unclean exit in ReplicationMonitor#run occasionally causes tests to fail ,MiniDFSCluster shutdown races with BlocksMap usage,1,1,1
223,HDFS-3953,HDFS-4070,Duplicate,DFSOutputStream constructor does not use bufferSize parameter,DFSClient ignores bufferSize argument & always performs small writes,0,0,1
224,HDFS-3958,HDFS-5138,Duplicate,Integrate upgrade/finalize/rollback with external journals,Support HDFS upgrade in HA,0,0,1
225,HDFS-3974,HDFS-4867,Unresolved,dfsadmin -metasave throws NPE when under-replicated blocks are recently deleted,metaSave NPEs when there are invalid blocks in repl queue.,1,0,1
226,HDFS-3984,HDFS-4055,Duplicate,TestAuditLogs#testAuditWebHdfs flaky,TestAuditLogs is flaky,0,0,1
227,HDFS-3987,HDFS-5392,Fixed,Support webhdfs over HTTPS,Unify the initialization of the hsftp and swebhdfs clients,1,1,1
228,HDFS-4019,HDFS-5044,Unresolved,FSShell should support creating symlinks,dfs -ls should show the character which means symlink and link target,0,0,1
229,HDFS-4102,HDFS-4187,Duplicate,Test replication with snapshots,Add testcases for replication handling in snapshots,0,0,1
230,HDFS-4103,HDFS-4125,Fixed,Support O(1) snapshot creation,Use a persistent data structure for snapshots,1,1,1
231,HDFS-4132,HDFS-4136,Fixed,when libwebhdfs is not enabled; nativeMiniDfsClient frees uninitialized memory ,libhdfs segfaults after recent changes,1,0,1
232,HDFS-4158,HDFS-4159,Duplicate,FSDirectory#hasSnapshot will NPE when deleting an empty directory,Rename should fail when the destination dir is snapshottable and has snapshots,1,1,1
233,HDFS-4169,HDFS-10959,Duplicate,Add per-disk latency metrics to DataNode,Adding per disk IO statistics and metrics in DataNode.,1,1,1
234,HDFS-4183,HDFS-5790,Duplicate,Throttle block recovery,LeaseManager.findPath is very slow when many leases need recovery,0,0,1
235,HDFS-4184,HDFS-4817,Duplicate,Add the ability for Client to provide more hint information for DataNode to manage the OS buffer cache more accurate,make HDFS advisory caching configurable on a per-file basis,0,0,1
236,HDFS-4201,HDFS-4442,Fixed,NPE in BPServiceActor#sendHeartBeat,Initialization failed for block (...) Invalid volume failure  config value: 1,0,0,1
237,HDFS-4210,HDFS-10719,Fixed,Throw helpful exception when DNS entry for JournalNode cannot be resolved,In HA; Namenode is failed to start If any of the Quorum hostname is unresolved.,0,0,1
238,HDFS-4212,HDFS-4452,Duplicate,NameNode can't differentiate between a never-created block and a block which is really missing,getAdditionalBlock() can create multiple blocks if the client times out and retries.,1,0,1
239,HDFS-4213,HDFS-5478,Fixed,When the client calls hsync; allows the client to update the file length in the NameNode,File size reports as zero after writing and calling FSDataOutputStream#hsync(),0,1,1
240,HDFS-4253,HDFS-6840,Duplicate,block replica reads get hot-spots due to NetworkTopology#pseudoSortByDistance,Clients are always sent to the same datanode when read is off rack,1,0,1
241,HDFS-4257,HDFS-5131,Fixed,The ReplaceDatanodeOnFailure policies could have a forgiving option,Need a DEFAULT-like pipeline recovery policy that works for writers that flush,0,0,1
242,HDFS-4258,HDFS-6294,Duplicate,Rename of Being Written Files,Use INode IDs to avoid conflicts when a file open for write is renamed,0,1,1
243,HDFS-4261,HDFS-4365,Fixed,TestBalancerWithNodeGroup times out,Add junit timeout to TestBalancerWithNodeGroup,0,0,1
244,HDFS-4261,HDFS-5706,Fixed,TestBalancerWithNodeGroup times out,Should reset Balancer.Parameters.DEFALUT.policy in TestBalancer,1,0,1
245,HDFS-4282,HDFS-4283,Fixed,TestEditLog.testFuzzSequences FAILED in all pre-commit test,Spurious Test failures in TestEditLog.testFuzzSequences,0,0,1
246,HDFS-4298,HDFS-4617,Fixed,StorageRetentionManager spews warnings when used with QJM,warning while purging logs with QJM enabled,0,1,1
247,HDFS-4299,HDFS-5122,Duplicate,WebHDFS Should Support HA Configuration,Support failover and retry in WebHdfsFileSystem for NN HA,0,1,1
248,HDFS-4305,HDFS-5463,Fixed,Add a configurable limit on number of blocks per file; and min block size,NameNode should limit the number of blocks per file,0,0,1
249,HDFS-4420,HDFS-4509,Duplicate,Provide a way to exclude subtree from balancing process,Provide a way to ask Balancer to exclude certain DataNodes in its computation and/or work.,1,1,1
250,HDFS-4427,HDFS-6770,Unresolved,start-dfs.sh generates malformed ssh command when not running with native libs,stop-dfs.sh/start-dfs.sh breaks if native lib not installed,0,1,1
251,HDFS-4437,HDFS-6294,Duplicate,Clients should not retain leases on moved files,Use INode IDs to avoid conflicts when a file open for write is renamed,1,0,1
252,HDFS-4482,HDFS-5142,Fixed,ReplicationMonitor thread can exit with NPE due to the race between delete and replication of same file.,Namenode crashes with NPE in ReplicationMonitor,0,0,1
253,HDFS-4490,HDFS-4553,Duplicate,Confusing WebHDFS exception when user has no TGT,Webhdfs will NPE on some unexpected response codes,1,1,1
254,HDFS-4492,HDFS-4505,Duplicate,NameNodeConnector should prevent other balancers to run while the one is running,Balancer failure with nameservice configuration.,1,0,1
255,HDFS-4504,HDFS-4855,Unresolved,DFSOutputStream#close doesn't always release resources (such as leases),DFSOutputStream reference should be cleared from DFSClient#filesBeingWritten if the file closure fails.,0,1,1
256,HDFS-4505,HDFS-6300,Duplicate,Balancer failure with nameservice configuration.,Prevent multiple balancers from running simultaneously,1,0,1
257,HDFS-4530,HDFS-4538,Duplicate,return buffer into direct bufferPool in BlockReaderLocal as possible,allow use of legacy blockreader,0,1,1
258,HDFS-4632,HDFS-5090,Fixed,globStatus using backslash for escaping does not work on Windows,Disable TestGlobPaths#pTestEscape on Windows,0,0,1
259,HDFS-4634,HDFS-6959,Duplicate,Make HDFS home directory configurable per user,Make the HDFS home directory location customizable.,0,0,1
260,HDFS-4641,HDFS-6781,Duplicate,dfsadmin command reference is missing documentation for multiple commands,Separate HDFS commands from CommandsManual.apt.vm,1,1,1
261,HDFS-4653,HDFS-4662,Not A Problem,4 unit tests in TestFcHdfsSymlink failed on trunk,Unit test failure: TestFcHdfsSymlink,0,1,1
262,HDFS-4660,HDFS-10587,Fixed,Block corruption can happen during pipeline recovery,Incorrect offset/length calculation in pipeline recovery causes block corruption,1,0,1
263,HDFS-4667,HDFS-4955,Fixed,Capture renamed files/directories in snapshot diff report,Use InodeID to improve snapshot diff,0,1,1
264,HDFS-4673,HDFS-4675,Duplicate,Renaming file in subdirectory of a snapshotted directory does not work.,Fix rename across snapshottable directories,1,1,1
265,HDFS-4685,HDFS-5117,Fixed,Implementation of ACLs in HDFS,Allow the owner of an HDFS path to be a group,0,1,1
266,HDFS-4697,HDFS-5634,Duplicate,short-circuit reads do not honor readahead settings,allow BlockReaderLocal to switch between checksumming and not,1,0,1
267,HDFS-4705,HDFS-4716,Fixed,Address HDFS test failures on Windows because of invalid dfs.namenode.name.dir,TestAllowFormat#testFormatShouldBeIgnoredForNonFileBasedDirs fails on Windows,0,0,1
268,HDFS-4709,HDFS-4787,Duplicate,TestDFSClientRetries->testGetFileChecksum fails on IBM JAVA 6,Create a new HdfsConfiguration before each TestDFSClientRetries testcases,0,1,1
269,HDFS-4710,HDFS-5634,Fixed,SCR should honor dfs.client.read.shortcircuit.buffer.size even when checksums are off,allow BlockReaderLocal to switch between checksumming and not,1,0,1
270,HDFS-4718,HDFS-5821,Duplicate,TestHDFSCLI regexps reject valid user names,TestHDFSCLI fails for user names with the dash character,1,0,1
271,HDFS-4720,HDFS-5245,Duplicate,Misleading warning message in WebhdfsFileSystem when trying to check whether path exist using webhdfs url,shouldRetry() in WebHDFSFileSystem generates excessive warnings,1,1,1
272,HDFS-4777,HDFS-6871,Duplicate,File creation with overwrite flag set to true results in logSync holding namesystem lock,Improve NameNode performance when creating file  ,0,0,1
273,HDFS-4777,HDFS-6886,Duplicate,File creation with overwrite flag set to true results in logSync holding namesystem lock,Use single editlog record for creating file + overwrite.,1,0,1
274,HDFS-4852,HDFS-6866,Fixed,libhdfs documentation is out of date,libhdfs.html needs to be updated to point to the new location ,0,0,1
275,HDFS-4854,HDFS-5231,Duplicate,Fix the broken images in the Federation documentation page,Fix broken links in the document of HDFS Federation,0,0,1
276,HDFS-4886,HDFS-9456,Duplicate,Override verifyBlockPlacement() API in BlockPlacementPolicyWithNodeGroup,BlockPlacementPolicyWithNodeGroup should override verifyBlockPlacement,1,1,1
277,HDFS-4887,HDFS-4941,Fixed,TestNNThroughputBenchmark exits abruptly,TestNNThroughputBenchmark fails because of interrupted ReplicationMonitor,0,0,1
278,HDFS-4909,HDFS-6161,Fixed,Avoid protocol buffer RPC namespace clashes,fix HDFS protobuf namespace conflicts,0,0,1
279,HDFS-4925,HDFS-9347,Duplicate,TestQuorumJournalManager.testPurgeLogs intermittently Fails assertNoThreadsMatching,Invariant assumption in TestQuorumJournalManager.shutdown() is wrong,0,0,1
280,HDFS-4934,HDFS-6199,Unresolved,add symlink support to WebHDFS server side,WebHdfsFileSystem does not treat UnresolvedLinkException,1,0,1
281,HDFS-4961,HDFS-7381,Duplicate,BlockId and Generation Stamp code should be moved to the blockmanagement package,Decouple the management of block id and gen stamps from FSNamesystem,0,1,1
282,HDFS-4988,HDFS-5155,Fixed,Datanode must support all the volumes as individual storages,Deprecate API of getStorageID() and setStorageID() in DatanodeID as multiple storages,1,1,1
283,HDFS-4989,HDFS-6685,Duplicate,Balancer needs to consider storage type in balancing,Balancer should preserve storage type of replicas,0,1,1
284,HDFS-5014,HDFS-6179,Fixed,BPOfferService#processCommandFromActor() synchronization on namenode RPC call delays IBR to Active NN; if Stanby NN is unstable,Synchronized BPOfferService - datanode locks for slow namenode reply.,0,1,1
285,HDFS-5031,HDFS-5225,Fixed,BlockScanner scans the block multiple times and on restart scans everything,datanode keeps logging the same 'is no longer in the dataset' message over and over again,1,1,1
286,HDFS-5032,HDFS-9178,Fixed,Write pipeline failures caused by slow or busy disk may not be handled properly.,Slow datanode I/O can cause a wrong node to be marked bad,1,0,1
287,HDFS-5059,HDFS-5111,Duplicate,Unnecessary permission denied error when creating/deleting snapshots with a non-existent directory,Remove duplicated error message for snapshot commands when processing invalid arguments,1,0,1
288,HDFS-5096,HDFS-5313,Fixed,Automatically cache new data added to a cached path,NameNode hangs during startup trying to apply OP_ADD_PATH_BASED_CACHE_DIRECTIVE.,0,1,1
289,HDFS-5122,HDFS-5181,Fixed,Support failover and retry in WebHdfsFileSystem for NN HA,Fail-over support for HA cluster in WebHDFS ,0,1,1
290,HDFS-5122,HDFS-5176,Fixed,Support failover and retry in WebHdfsFileSystem for NN HA,WebHDFS should support logical service names in URIs,0,1,1
291,HDFS-5123,HDFS-5221,Unresolved,Hftp should support namenode logical service names in URI,hftp: does not work with HA NN configuration,0,0,1
292,HDFS-5132,HDFS-5368,Fixed,Deadlock in NameNode between SafeModeMonitor#run and DatanodeManager#handleHeartbeat,Namenode deadlock during safemode extention,0,1,1
293,HDFS-5132,HDFS-5832,Fixed,Deadlock in NameNode between SafeModeMonitor#run and DatanodeManager#handleHeartbeat,Deadlock found in NN between SafeMode#canLeave and DatanodeManager#handleHeartbeat,1,1,1
294,HDFS-5137,HDFS-5281,Duplicate,Improve WriteManager for processing stable write requests and commit requests,COMMIT request should not block,1,0,1
295,HDFS-5153,HDFS-6756,Fixed,Datanode should send block reports for each storage in a separate message,Default ipc.maximum.data.length should be increased to 128MB from 64MB,0,0,1
296,HDFS-5158,HDFS-5173,Fixed,add command-line support for manipulating cache directives,prettier dfsadmin -listCachePools output,1,0,1
297,HDFS-5166,HDFS-5326,Duplicate,caching PB cleanups,add modifyDirective to cacheAdmin,0,0,1
298,HDFS-5172,HDFS-5364,Fixed,Handle race condition for writes,Add OpenFileCtx cache,1,1,1
299,HDFS-5178,HDFS-6702,Duplicate,DataTransferProtocol changes for supporting mutiple storages per DN,DFSClient should create blocks using StorageType ,0,1,1
300,HDFS-5190,HDFS-5269,Fixed,Move cache pool related CLI commands to CacheAdmin,Attempting to remove a cache directive fails with NullPointerException.,0,1,1
301,HDFS-5215,HDFS-8045,Fixed,dfs.datanode.du.reserved is not considered while computing available space,Incorrect calculation of NonDfsUsed and Remaining,1,1,1
302,HDFS-5215,HDFS-8045,Fixed,dfs.datanode.du.reserved is not considered while computing available space,Incorrect calculation of NonDfsUsed and Remaining,1,1,1
303,HDFS-5216,HDFS-5342,Duplicate,NumDecomDeadDataNodes not returning correct number of dead decommissioned nodes ,Provide more information in the FSNamesystem JMX interfaces,1,1,1
304,HDFS-5223,HDFS-8075,Unresolved,Allow edit log/fsimage format changes without changing layout version,Revist layout version,1,1,1
305,HDFS-5229,HDFS-6677,Duplicate,Add a storage type attribute to file,Archival Storage: Change INodeFile and FSImage to support storage policy,1,1,1
306,HDFS-5272,HDFS-5312,Duplicate,DFSUtil#getInfoServer cleanup,Generate HTTP / HTTPS URL in DFSUtil#getInfoServer() based on the configured http policy,0,1,1
307,HDFS-5295,HDFS-5502,Duplicate,hsftp throws an exception in the end on secure cluster with https enabled,Fix HTTPS support in HsftpFileSystem,1,1,1
308,HDFS-5311,HDFS-5312,Duplicate,Support both HTTP and HTTPS in TransferFsImage,Generate HTTP / HTTPS URL in DFSUtil#getInfoServer() based on the configured http policy,1,1,1
309,HDFS-5312,HDFS-5627,Fixed,Generate HTTP / HTTPS URL in DFSUtil#getInfoServer() based on the configured http policy,FSCK and checkpoint not working when kerberos security+https is enabled.,0,0,1
310,HDFS-5315,HDFS-5331,Duplicate,[HDFS-Snapshot] Return code of SnapshotDiff of two invalid snapshots is 0,make SnapshotDiff.java to a o.a.h.util.Tool interface implementation,0,1,1
311,HDFS-5391,HDFS-6708,Duplicate,writeBlock should accept a target storage directory,StorageType should be encoded in the block token,0,1,1
312,HDFS-5391,HDFS-6702,Duplicate,writeBlock should accept a target storage directory,DFSClient should create blocks using StorageType ,0,1,1
313,HDFS-5392,HDFS-5502,Duplicate,Unify the initialization of the hsftp and swebhdfs clients,Fix HTTPS support in HsftpFileSystem,1,1,1
314,HDFS-5402,HDFS-6252,Duplicate,Deprecate the JSP web uis in HDFS,Phase out the old web UI in HDFS,0,0,1
315,HDFS-5406,HDFS-5593,Fixed,Send incremental block reports for all storages in a single call,Test cases for split and combined block reports,0,1,1
316,HDFS-5408,HDFS-5419,Duplicate,Optional fields in PB definitions should be optional in HTTP deserialization as well,Fixup test-patch.sh warnings on HDFS-4949 branch,0,1,1
317,HDFS-5417,HDFS-5426,Fixed,Fix storage IDs in PBHelper and UpgradeUtilities,Fix NPE in PBHelper,1,0,1
318,HDFS-5417,HDFS-5418,Fixed,Fix storage IDs in PBHelper and UpgradeUtilities,Fix storage IDs in PBHelper and UpgradeUtilities,1,1,1
319,HDFS-5423,HDFS-5424,Invalid,Verify initializations of LocatedBlock/RecoveringBlock,Verify initializations of LocatedBlock/RecoveringBlock,1,1,1
320,HDFS-5429,HDFS-5542,Duplicate,Remove FsDatasetSpi#getBlockReport,Fix TODO and clean up the code in HDFS-2832.,0,0,1
321,HDFS-5431,HDFS-5564,Fixed,support cachepool-based limit management in path-based caching,Refactor tests in TestCacheDirectives,1,0,1
322,HDFS-5453,HDFS-12803,Unresolved,Support fine grain locking in FSNamesystem,We should not lock FsNamesystem even we operate a sub directory; we should refinement the lock,0,1,1
323,HDFS-5479,HDFS-5480,Duplicate,Fix test failures in Balancer.,Update Balancer for HDFS-2832,1,1,1
324,HDFS-5498,HDFS-5586,Fixed,Improve datanode startup time,Add quick-restart option for datanode,0,1,1
325,HDFS-5503,HDFS-5522,Duplicate,Datanode#checkDiskError also should check for ClosedChannelException,Datanode disk error check may be incorrectly skipped,1,1,1
326,HDFS-5507,HDFS-5589,Duplicate,Consider maximum DN memory; stale status when scheduling recaching,Namenode loops caching and uncaching when data should be uncached,0,1,1
327,HDFS-5518,HDFS-7040,Duplicate,HDFS doesn't compile/run against Guava 1.5,HDFS dangerously uses @Beta methods from very old versions of Guava,0,1,1
328,HDFS-5555,HDFS-5573,Fixed,CacheAdmin commands fail when first listed NameNode is in Standby,CacheAdmin doesn't work,0,1,1
329,HDFS-5579,HDFS-7306,Fixed,Under construction files make DataNode decommission take very long hours,can't decommission w/under construction blocks,0,1,1
330,HDFS-5596,HDFS-5597,Fixed,Implement RPC stubs,DistributedFileSystem: implement modifyAclEntries; removeAclEntries and removeAcl.,1,1,1
331,HDFS-5596,HDFS-5598,Fixed,Implement RPC stubs,DistributedFileSystem: implement removeDefaultAcl.,1,1,1
332,HDFS-5604,HDFS-6128,Duplicate,libHDFS: implement hdfsGetAcls and hdfsSetAcl.,Implement libhdfs bindings for HDFS ACL APIs.,1,1,1
333,HDFS-5605,HDFS-6128,Duplicate,libHDFS: implement hdfsModifyAclEntries; hdfsRemoveAclEntries and hdfsRemoveAcl.,Implement libhdfs bindings for HDFS ACL APIs.,1,1,1
334,HDFS-5606,HDFS-6128,Duplicate,libHDFS: implement hdfsRemoveDefaultAcl.,Implement libhdfs bindings for HDFS ACL APIs.,1,1,1
335,HDFS-5608,HDFS-5609,Fixed,WebHDFS: implement ACL APIs.,WebHDFS: implement MODIFYACLENTRIES; REMOVEACLENTRIES and REMOVEACL.,1,1,1
336,HDFS-5608,HDFS-5610,Fixed,WebHDFS: implement ACL APIs.,WebHDFS: implement REMOVEDEFAULTACL.,1,1,1
337,HDFS-5616,HDFS-5827,Fixed,NameNode: implement default ACL handling.,Children are not inheriting parent's default ACLs,0,1,1
338,HDFS-5617,HDFS-5673,Duplicate,NameNode: enforce maximum number of ACL entries.,Implement logic for modification of ACLs.,1,1,1
339,HDFS-5621,HDFS-6326,Duplicate,NameNode: add indicator in web UI file system browser if a file has an ACL.,WebHdfs ACL compatibility is broken,0,0,1
340,HDFS-5666,HDFS-5668,Fixed,Fix inconsistent synchronization in BPOfferService,TestBPOfferService.testBPInitErrorHandling fails intermittently,1,1,1
341,HDFS-5671,HDFS-5697,Fixed,Fix socket leak in DFSInputStream#getBlockReader,connection leak in DFSInputStream,0,0,1
342,HDFS-5705,HDFS-6098,Fixed,TestSecondaryNameNodeUpgrade#testChangeNsIDFails may fail due to ConcurrentModificationException,ConcurrentModificationException exception during DataNode shutdown,1,1,1
343,HDFS-5730,HDFS-9395,Duplicate,Inconsistent Audit logging for HDFS APIs,Make HDFS audit logging consistant,0,1,1
344,HDFS-5741,HDFS-7743,Done,BlockInfo#findDataNode can be removed,Code cleanup of BlockInfo and rename BlockInfo to BlockInfoContiguous,1,1,1
345,HDFS-5757,HDFS-7411,Duplicate,refreshNodes with many nodes at the same time could slow down NN,Refactor and improve decommissioning logic into DecommissionManager,0,1,1
346,HDFS-5790,HDFS-11326,Fixed,LeaseManager.findPath is very slow when many leases need recovery,FSNamesystem closeFileCommitBlocks block FSNamesystem Ops,0,0,1
347,HDFS-5801,HDFS-6995,Duplicate,HDFS rack-awareness for nodes outside of the cluster,Block should be placed in the client's 'rack-local' node if 'client-local' node is not available,0,1,1
348,HDFS-5810,HDFS-5870,Fixed,Unify mmap cache and short-circuit file descriptor cache,The legacy local reader stops working on block token expiration,0,1,1
349,HDFS-5811,HDFS-5821,Duplicate,TestHDFSCLI fails for a user name with dash,TestHDFSCLI fails for user names with the dash character,1,1,1
350,HDFS-5812,HDFS-5821,Duplicate,TestHDFSCLI fails for a user name with dash,TestHDFSCLI fails for user names with the dash character,1,1,1
351,HDFS-5813,HDFS-5822,Duplicate,InterruptedException to thread.sleep ignored ,InterruptedException to thread sleep ignored,1,1,1
352,HDFS-5814,HDFS-5822,Duplicate,InterruptedException to thread.sleep ignored ,InterruptedException to thread sleep ignored,1,1,1
353,HDFS-5815,HDFS-5822,Duplicate,InterruptedException to thread sleep ignored ,InterruptedException to thread sleep ignored,1,1,1
354,HDFS-5816,HDFS-5821,Duplicate,TestHDFSCLI fails for a user name with dash,TestHDFSCLI fails for user names with the dash character,1,1,1
355,HDFS-5817,HDFS-5821,Duplicate,TestHDFSCLI fails for a user name with dash,TestHDFSCLI fails for user names with the dash character,1,1,1
356,HDFS-5818,HDFS-5821,Duplicate,TestHDFSCLI fails for a user name with dash,TestHDFSCLI fails for user names with the dash character,1,1,1
357,HDFS-5819,HDFS-5821,Duplicate,TestHDFSCLI fails for a user name with dash,TestHDFSCLI fails for user names with the dash character,1,1,1
358,HDFS-5820,HDFS-5821,Duplicate,TesHDFSCLI does not work for user names with '-',TestHDFSCLI fails for user names with the dash character,0,1,1
359,HDFS-5821,HDFS-5998,Fixed,TestHDFSCLI fails for user names with the dash character,TestHDFSCLI tests will fail if machine user names are not the combination of alphanumeric,1,0,1
360,HDFS-5835,HDFS-5855,Fixed,Add a new option for starting standby NN when rolling upgrade is in progress,Reading edits should not stop at UpgradeMarker for normal restart of the namenode,0,1,1
361,HDFS-5839,HDFS-5857,Duplicate,TestWebHDFS#testNamenodeRestart fails with NullPointerException in trunk,TestWebHDFS#testNamenodeRestart fails intermittently with NPE,1,1,1
362,HDFS-5872,HDFS-5873,Duplicate,Validate configuration of dfs.http.policy,dfs.http.policy should have higher precedence over dfs.https.enable,1,1,1
363,HDFS-5876,HDFS-5877,Fixed,SecureDataNodeStarter does not pick up configuration in hdfs-site.xml,Datanode webUI hangs with HTTP protocol when dfs.http.policy is HTTPS_ONLY,0,1,1
364,HDFS-5892,HDFS-6612,Fixed,TestDeleteBlockPool fails in branch-2,MiniDFSNNTopology#simpleFederatedTopology(int) always hardcode nameservice ID,1,1,1
365,HDFS-5905,HDFS-5945,Duplicate,Upgrade and rolling upgrade should not be allowed simultaneously,Add rolling upgrade information to fsimage,1,1,1
366,HDFS-5918,HDFS-6018,Duplicate,Avoid logging unnecessary trace in IPCLoggerChannel#close(),Exception recorded in LOG when IPCLoggerChannel#close is called,1,0,1
367,HDFS-5958,HDFS-8826,Duplicate,One very large node in a cluster prevents balancer from balancing data,Balancer may not move blocks efficiently in some cases,1,1,1
368,HDFS-5965,HDFS-5970,Duplicate,caller of NetworkTopology's chooseRandom method to be expect null return value,callers of NetworkTopology's chooseRandom method to expect null return value,0,1,1
369,HDFS-5966,HDFS-5968,Fixed,Fix rollback of rolling upgrade in NameNode HA setup,Fix rollback of rolling upgrade in NameNode HA setup,1,1,1
370,HDFS-5967,HDFS-5970,Duplicate,caller of NetworkTopology's chooseRandom method to be expect null return value,callers of NetworkTopology's chooseRandom method to expect null return value,0,1,1
371,HDFS-5969,HDFS-5970,Duplicate,caller of NetworkTopology's chooseRandom method to be expect null return value,callers of NetworkTopology's chooseRandom method to expect null return value,0,1,1
372,HDFS-5970,HDFS-5972,Unresolved,callers of NetworkTopology's chooseRandom method to expect null return value,callers of NetworkTopology's chooseRandom method to expect null return value,0,0,1
373,HDFS-5970,HDFS-5971,Unresolved,callers of NetworkTopology's chooseRandom method to expect null return value,callers of NetworkTopology's chooseRandom method to expect null return value,0,0,1
374,HDFS-5983,HDFS-6160,Duplicate,TestSafeMode#testInitializeReplQueuesEarly fails,TestSafeMode occasionally fails,0,1,1
375,HDFS-5988,HDFS-6021,Fixed,Bad fsimage always generated after upgrade,NPE in FSImageFormatProtobuf upgrading from layout -52 to -53,0,0,1
376,HDFS-5995,HDFS-6038,Duplicate,TestFSEditLogLoader#testValidateEditLogWithCorruptBody gets OutOfMemoryError and dumps heap.,Allow JournalNode to handle editlog produced by new release with future layoutversion,0,0,1
